index,timestamp,x,y,z,Qx,Qy,Qz,Qw
20,1722943148.081999,-0.013839,0.059676,-0.090393,0.019881,0.038726,-0.017700,0.998895
21,1722943148.482425,0.140681,0.055698,-0.052924,0.016378,0.025643,-0.008178,0.999504
22,1722943148.749703,0.259328,0.044289,-0.018876,0.024844,0.011640,-0.024153,0.999332
23,1722943150.085068,0.021657,0.065079,-0.059776,0.013390,0.014693,-0.046453,0.998723
24,1722943150.485555,0.067310,0.082659,-0.060268,0.018988,0.008215,-0.072990,0.997118
25,1722943151.153232,0.306776,-0.002619,-0.053226,0.013874,-0.007779,-0.047797,0.998730
26,1722943152.088601,0.762414,-0.072219,-0.031402,0.017026,-0.017576,-0.051005,0.998399
27,1722943153.022679,1.232526,-0.175560,-0.009596,0.005616,-0.020299,-0.023906,0.999492
28,1722943153.823654,1.609419,-0.206895,-0.014165,0.006726,-0.014855,-0.040372,0.999052
29,1722943154.090787,1.740916,-0.210732,0.005566,0.019034,-0.029669,-0.060871,0.997523
30,1722943154.625533,1.941271,-0.271139,-0.004034,0.007501,-0.010676,-0.036588,0.999245
31,1722943154.891968,2.036145,-0.305083,0.002606,-0.011283,-0.016752,0.004688,0.999785
32,1722943155.158962,2.107139,-0.302852,-0.002996,-0.010928,-0.010390,0.037103,0.999198
33,1722943155.559577,2.185935,-0.298660,-0.012032,-0.008319,-0.008306,0.081565,0.996599
34,1722943155.826595,2.208154,-0.271811,-0.018879,-0.007308,-0.011393,0.148792,0.988776
35,1722943156.094229,2.205755,-0.226426,-0.020056,-0.007051,-0.014675,0.232717,0.972408
36,1722943156.361420,2.187117,-0.170719,-0.021066,-0.003651,-0.013826,0.317953,0.947999
37,1722943156.628348,2.154664,-0.108923,-0.026208,-0.000355,-0.011633,0.396155,0.918110
38,1722943156.894755,2.103082,-0.056944,-0.030467,0.005993,-0.010166,0.473929,0.880484
39,1722943157.161801,2.047073,-0.024753,-0.031809,0.009482,-0.006383,0.547344,0.836830
40,1722943157.429000,2.005171,-0.011809,-0.032576,0.012054,-0.001443,0.608768,0.793255
41,1722943157.696056,1.966159,-0.004423,-0.033886,0.009602,0.008580,0.666284,0.745587
42,1722943157.963623,1.912659,0.023719,-0.042147,0.000448,0.008749,0.707133,0.707027
43,1722943158.230763,1.856963,0.087599,-0.045720,0.003133,0.005645,0.725681,0.688001
44,1722943158.897843,1.798308,0.301722,-0.063863,0.008675,0.006243,0.741207,0.671192
45,1722943159.298390,1.816797,0.475493,-0.041932,0.012057,-0.018153,0.760063,0.649483
46,1722943160.633708,1.727831,1.056636,-0.045013,0.019369,-0.003121,0.758590,0.651273
47,1722943161.034168,1.700861,1.288175,-0.031747,0.028467,-0.028328,0.769656,0.637194
48,1722943161.434969,1.679967,1.481609,-0.034197,0.007583,-0.024845,0.753059,0.657440
49,1722943161.701909,1.688780,1.624702,-0.042479,0.022759,-0.027557,0.725772,0.687006
50,1722943162.636609,1.691812,1.827747,-0.058401,0.006404,0.000984,0.726048,0.687614
51,1722943162.903671,1.674983,1.865055,-0.187327,-0.031126,0.040003,0.730854,0.680649
52,1722943163.571312,1.654985,1.962573,-0.048982,-0.015935,0.032657,0.738137,0.673672
53,1722943164.105462,1.631403,1.983937,-0.018874,-0.003880,0.027008,0.710867,0.702797
54,1722943164.372450,1.640812,2.011800,-0.017422,0.000137,0.022394,0.649882,0.759705
55,1722943164.639508,1.665563,2.029556,-0.010841,-0.001391,0.016599,0.577427,0.816272
56,1722943164.906415,1.700488,2.059605,-0.007614,-0.005576,0.013140,0.509986,0.860065
57,1722943165.174166,1.753540,2.112912,-0.019357,-0.001522,0.011521,0.441572,0.897151
58,1722943165.574319,1.853096,2.238727,-0.003661,0.013968,-0.009664,0.387921,0.921536
59,1722943165.841411,1.903968,2.316851,-0.001229,0.009327,-0.009140,0.361422,0.932311
60,1722943166.108336,1.948451,2.399053,-0.018254,0.001786,-0.008143,0.328708,0.944395
61,1722943166.375407,1.997323,2.510298,-0.017493,0.015355,-0.012085,0.276019,0.960953
62,1722943166.642425,2.044178,2.618419,-0.005794,0.028294,-0.016959,0.208733,0.977416
63,1722943167.043154,2.142879,2.708904,-0.007514,0.015301,-0.012916,0.138153,0.990208
64,1722943167.577254,2.342609,2.812853,-0.008301,0.011576,-0.032939,0.140723,0.989433
65,1722943167.844145,2.416379,2.862090,-0.009462,0.006662,-0.034651,0.157141,0.986946
66,1722943168.244805,2.516615,2.941954,-0.025666,-0.005444,-0.019609,0.144214,0.989337
67,1722943168.645349,2.648654,3.039943,-0.014210,-0.002054,-0.021476,0.100265,0.994727
68,1722943169.046655,2.790439,3.097807,-0.026256,-0.005941,-0.015553,0.117750,0.992904
69,1722943169.313370,2.921922,3.128233,-0.038900,-0.012575,-0.024111,0.197002,0.980026
70,1722943169.580165,3.038791,3.160476,-0.034590,-0.026750,-0.030281,0.326390,0.944371
71,1722943169.847167,3.096930,3.207762,-0.042918,-0.021001,-0.017814,0.428565,0.903091
72,1722943170.114218,3.161110,3.274993,-0.061263,-0.020816,-0.024840,0.493104,0.869366
73,1722943170.381307,3.211284,3.360734,-0.061690,-0.020751,-0.036996,0.591448,0.805227
74,1722943170.648251,3.219960,3.416959,-0.067165,-0.013161,-0.034469,0.715126,0.698021
75,1722943170.915381,3.221842,3.426346,-0.082037,-0.009275,-0.031975,0.833529,0.551472
76,1722943171.182371,3.212685,3.391032,-0.095075,-0.010497,-0.024659,0.923863,0.381784
77,1722943171.449637,3.175525,3.357932,-0.099761,-0.005271,-0.017831,0.967300,0.252952
78,1722943171.716556,3.142814,3.349525,-0.087449,0.000948,-0.019568,0.986967,0.159729
79,1722943171.983660,3.150643,3.345352,-0.072025,0.023363,-0.018248,0.994602,0.099440
80,1722943172.250680,3.143881,3.354512,-0.069600,0.012800,-0.012392,0.999103,0.038403
81,1722943172.517637,3.132716,3.368782,-0.073657,0.004722,-0.009200,0.999872,0.012239
82,1722943173.051851,3.140894,3.329255,-0.171286,-0.003531,0.018513,0.999737,-0.013032
