Timestamp_sec,Timestamp_nsec,x,y,z,Qx,Qy,Qz,Qw,Linear Velocity X,Linear Velocity Y,Linear Velocity Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z
1722943138,67434660,0.0623259,-0.0213424,-0.116087,-0.00575621,0.00775882,0.00732263,0.999927,0.0139312,-0.0487132,-0.226015,0.00493355,0.0244759,-0.00307482
1722943138,200978450,0.0637565,-0.0202223,-0.143995,-0.00370938,0.0168255,0.00613175,0.999833,-0.00559566,-0.0238901,-0.0546997,0.135511,0.199714,-0.0131538
1722943138,334401054,0.0642883,-0.0214608,-0.128917,0.0018034,0.0270073,0.00565828,0.999618,-0.00114971,-0.00987781,0.215857,0.0630883,0.231241,0.119769
1722943138,468096014,0.0650763,-0.0213461,-0.0771772,0.0153808,0.0453658,0.0115953,0.998785,0.0336585,0.0253152,0.623515,-0.0169691,-0.173853,0.0289095
1722943138,601546362,0.0708573,-0.0172095,0.0206556,0.017645,0.0412425,0.0162605,0.998861,0.0455426,0.0247764,0.803173,-0.122194,-0.0778785,-0.00418207
1722943138,735385774,0.0734522,-0.0153691,0.133426,0.006507,0.0441073,0.0173156,0.998856,0.0241438,-0.00670217,0.75526,-0.0405052,-0.404006,0.0761195
1722943138,868438770,0.0698607,-0.0129639,0.215614,0.0111327,0.0183026,0.0220432,0.999527,-0.0114113,0.00457033,0.545061,-0.165762,-0.509579,-0.0510619
1722943139,1951327,0.0662428,-0.0124556,0.282535,0.00354844,-0.0130592,0.0208662,0.999691,-0.00632447,0.0303749,0.332489,-0.0487223,-0.312294,0.0321929
1722943139,135456364,0.0655145,-0.0142412,0.321012,-0.00385853,-0.0300244,0.0184404,0.999372,0.00177201,0.00632556,0.121956,-0.149341,-0.108434,-0.125227
1722943139,269081467,0.0617649,-0.0112372,0.318398,-0.0135242,-0.0382195,0.0102548,0.999125,-0.00462716,-0.00416211,-0.147745,0.0143235,-0.107959,0.0484286
1722943139,402769163,0.0603725,-0.00925552,0.279884,-0.0146362,-0.0404429,0.00939235,0.999031,-0.011625,-0.0116562,-0.418605,-0.146816,0.0707201,0.0516896
1722943139,536123061,0.0594207,-0.00906062,0.208542,-0.0152852,-0.0380083,0.010497,0.999105,-0.0181362,-0.0193704,-0.587418,-0.0279143,0.278179,-0.0415052
1722943139,669735460,0.0570338,-0.00681089,0.122759,-0.00245822,-0.0260837,0.00693342,0.999633,-0.0430142,0.00687526,-0.591449,0.170076,-0.0306849,0.0713444
1722943139,803212048,0.0533691,-0.00611327,0.0381818,0.00106581,-0.025071,0.00284257,0.999681,-0.0400361,0.0117975,-0.526489,-0.085184,-0.0804571,-0.0427811
1722943139,936707965,0.0491394,-0.00409063,-0.0347712,0.00776501,-0.0239553,0.0015,0.999682,-0.0407492,0.0160041,-0.368529,0.147263,-0.0491051,0.0157027
1722943140,70284107,0.0450412,-0.00250871,-0.071333,0.0122308,-0.0279364,0.000250778,0.999535,-0.0397973,0.0158645,-0.184451,0.160728,0.284105,-0.0201234
1722943140,203783800,0.0391214,-0.00210758,-0.0892408,0.014767,-0.0146104,-0.00267014,0.999781,-0.032617,0.0115653,-0.0450673,-0.062032,-0.079446,-0.0114594
1722943140,337358022,0.0354055,-0.00229623,-0.0915901,0.0116527,-0.0184844,-0.00337363,0.999756,-0.00342854,0.00482246,-0.0187174,0.00996498,-0.00308877,-0.00674553
1722943140,470770000,0.0349083,-0.00123898,-0.0927386,0.0122239,-0.0162593,-0.00383516,0.999786,-0.00639231,0.0105238,-0.0268258,0.0245197,0.0225459,-0.117312
1722943140,604997515,0.0331176,0.00640809,-0.0886521,0.0108853,-0.0153226,-0.00854681,0.999787,-0.0207691,0.108859,-0.00332665,0.0676101,-0.0999019,-0.125789
1722943140,738980161,0.0309489,0.0298372,-0.0894936,0.0136552,-0.0203587,-0.0177496,0.999542,-0.0186311,0.321127,0.0102655,0.0916923,0.0972782,0.0639756
1722943140,871903074,0.0299714,0.0824727,-0.0771444,0.0172133,-0.0253496,-0.0166155,0.999392,-0.01417,0.503893,0.0344511,0.104075,0.0377106,0.0218912
1722943141,5511089,0.0251535,0.157963,-0.0698689,0.0234641,-0.0194142,-0.0119378,0.999465,-0.042112,0.583182,0.0432968,0.0396945,0.113618,-0.249416
1722943141,138943068,0.0148152,0.242395,-0.0577625,0.0305629,-0.0053033,-0.021581,0.999286,-0.0421333,0.523163,0.0290401,0.183816,0.12689,-0.201108
1722943141,272639532,0.0105766,0.30795,-0.049711,0.0425217,0.000547207,-0.0333289,0.998539,-0.0260572,0.311275,0.0107687,-0.0863762,-0.0105478,0.032793
1722943141,406085495,0.00889207,0.338812,-0.0485462,0.0406919,0.00223402,-0.0328857,0.998628,-0.0221671,0.0867416,-0.00894525,-0.00844197,0.0260275,0.0850664
1722943141,539672037,0.0100092,0.331766,-0.0451061,0.0435803,0.00347481,-0.029491,0.998609,-0.0139701,-0.18971,-0.030761,-0.0778275,-0.0698056,0.107258
1722943141,672724393,0.0114245,0.287101,-0.0566248,0.0369685,0.000947053,-0.0208196,0.999099,-0.0216083,-0.414253,-0.0675976,-0.0217752,0.00304572,0.119662
1722943141,806182804,0.013458,0.220331,-0.0610085,0.0388569,0.000362952,-0.011563,0.999178,0.0170134,-0.559226,-0.0335438,0.126083,0.239256,0.19326
1722943141,939635872,0.0176402,0.128085,-0.0530516,0.0425443,0.00918763,-0.000991442,0.999052,0.0220141,-0.662102,0.0249292,-0.184619,-0.0667607,0.179028
1722943142,73349840,0.0207725,0.0292016,-0.0573546,0.0273412,0.00383484,0.0114476,0.999553,0.0150909,-0.703923,0.0199248,-0.168548,0.0715722,0.240785
1722943142,206689913,0.0257893,-0.0702952,-0.0506571,0.017621,0.00353834,0.0282543,0.999439,0.0245934,-0.692217,0.063714,-0.164282,-0.00883977,0.171818
1722943142,340271783,0.0316134,-0.158793,-0.0447097,0.00763695,0.00178589,0.0414429,0.99911,0.053688,-0.57342,0.0498261,-0.206096,0.0243358,0.226311
1722943142,473833524,0.0379911,-0.221012,-0.0357453,-0.0024066,0.00136819,0.0541157,0.998531,0.048254,-0.374658,0.0528745,-0.120037,0.0103867,-0.178428
1722943142,607278848,0.0417067,-0.255031,-0.0309457,-0.00980487,0.00332028,0.0452093,0.998924,0.0352686,-0.19632,0.0301908,0.0703129,-0.0354219,-0.145368
1722943142,741016336,0.0437169,-0.2684,-0.0345701,-0.0072989,0.00169275,0.0362373,0.999315,0.00422698,0.0174661,-0.0196918,-0.125919,0.0414856,-0.129339
1722943142,874236535,0.0402631,-0.248269,-0.0407894,-0.0127531,0.00129332,0.0281304,0.999522,-0.0172876,0.228288,-0.0399728,-0.244058,-0.0632871,-0.179291
1722943143,7936135,0.0317494,-0.197167,-0.0522366,-0.0200478,-0.00515112,0.0173367,0.999635,-0.0214268,0.437176,-0.0581742,0.37462,0.0213138,-0.232005
1722943143,141470708,0.0265411,-0.114251,-0.0598633,-0.00313055,-0.00811661,0.00229831,0.99996,-0.011826,0.612528,-0.0382934,0.404906,-0.00914404,-0.159086
1722943143,274829117,0.0243788,-0.0208689,-0.0638225,0.0202598,-0.00853852,-0.0113212,0.999694,0.00701339,0.699735,-0.00270851,0.324182,0.185584,-0.292391
1722943143,408480812,0.0243997,0.0784984,-0.0578915,0.0384197,0.00736872,-0.0278735,0.998846,0.0116694,0.69478,0.039138,0.117556,0.126898,-0.28068
1722943143,541979160,0.0228846,0.173655,-0.0513783,0.0471916,0.0129481,-0.0461689,0.997734,0.00055127,0.614901,0.0571123,0.17329,0.117931,-0.281788
1722943143,675474084,0.02011,0.252492,-0.0430534,0.0552477,0.0225846,-0.0588536,0.996481,-0.0193394,0.466494,0.0255652,0.214302,0.0806978,-0.199896
1722943143,809179540,0.0223526,0.301687,-0.0403049,0.0670341,0.0245394,-0.0746332,0.994653,-0.00826468,0.267598,0.00794727,0.0641413,-0.00440758,0.0448758
1722943143,942597790,0.0248073,0.325575,-0.0387004,0.0666304,0.0244824,-0.0766707,0.994526,0.00501773,0.0938525,-0.00591081,-0.116907,-0.108264,0.129007
1722943144,76107978,0.0304693,0.324014,-0.0349897,0.0619915,0.0191744,-0.0714173,0.995334,0.00420067,-0.0973969,-0.0335623,0.209493,-0.103485,0.38222
1722943144,209652407,0.0352173,0.277602,-0.0483766,0.0652843,0.00583485,-0.0505023,0.996571,0.00431024,-0.388914,-0.0848594,-0.10848,-0.271526,0.472693
1722943144,343646765,0.0368436,0.214514,-0.0609102,0.0579965,-0.0137751,-0.0206526,0.998008,0.0161555,-0.6003,-0.103602,-0.17869,0.0369328,0.370717
1722943144,477264059,0.0358476,0.133161,-0.0659028,0.0487758,-0.0201092,0.00602417,0.998589,0.0270653,-0.733733,-0.0782157,-0.358549,-0.00215615,0.303629
1722943144,610805895,0.0339321,0.0346646,-0.0726522,0.0296349,-0.0180888,0.0270307,0.999031,0.00121552,-0.759795,-0.0107119,-0.425195,0.0913536,-0.0277001
1722943144,743898923,0.0299855,-0.0572339,-0.071495,0.00399972,-0.00859405,0.0297651,0.999512,-0.00627447,-0.664994,0.0389996,-0.529444,0.0486778,-0.268517
1722943144,877335702,0.0246601,-0.137843,-0.064621,-0.0308962,-0.00709091,0.0170091,0.999353,-0.0149483,-0.491717,0.0533823,-0.217019,-0.0419654,-0.158053
1722943145,10757600,0.0216568,-0.188021,-0.0576395,-0.0457324,-0.00969669,0.00416691,0.998898,0.00204204,-0.282342,0.0228727,0.0160088,0.0133387,-0.104145
1722943145,144219467,0.0180916,-0.208079,-0.0575975,-0.0479123,-0.00898239,-0.00287459,0.998807,0.0141643,-0.0545849,-0.010513,0.127583,-0.0809886,-0.0721591
1722943145,278366755,0.0194565,-0.198535,-0.0626426,-0.0419678,-0.0134242,-0.00541386,0.999014,0.0338106,0.140697,-0.0462613,0.189753,-0.0588757,0.00391243
1722943145,411910320,0.0236091,-0.151402,-0.0625937,-0.0322181,-0.0138568,-0.0056096,0.999369,0.0461181,0.325404,-0.0354161,0.340669,-0.0250598,0.0431647
1722943145,545522366,0.0270847,-0.0959146,-0.0675802,-0.013341,-0.0148731,-0.00238315,0.999798,0.0369741,0.436521,-0.0262941,0.272323,0.0383479,0.0356515
1722943145,678968296,0.0288029,-0.0344041,-0.0703044,0.00536777,-0.0128482,0.000866312,0.999903,0.0201098,0.418553,-0.00734648,0.141134,0.0468105,0.0409039
1722943145,812498740,0.0295924,0.0138126,-0.0727832,0.0185534,-0.00963325,0.00517791,0.999768,-0.00462696,0.302506,0.00323119,-0.0631993,0.014189,-0.0549126
1722943145,946212420,0.0282684,0.0504764,-0.0729594,0.0206546,-0.00705471,0.00703301,0.999737,-0.024192,0.212177,-0.000197746,0.0875893,0.0640957,0.0349206
1722943146,79612462,0.0252986,0.0675481,-0.0730464,0.025927,-0.00312178,0.00835349,0.999624,-0.014024,0.107457,-0.0239845,-0.0310847,0.125306,-0.0693878
1722943146,212683505,0.0237563,0.0791172,-0.0740701,0.0255211,0.00448977,0.00535935,0.99965,0.0159622,0.0681768,-0.0194947,0.0609063,0.1674,0.00566784
1722943146,346135227,0.0356778,0.0852665,-0.0669552,0.0274004,0.0196709,0.00388919,0.999423,0.232888,0.0195595,0.0139082,0.0364781,0.166089,-0.155187
1722943146,479660583,0.0769333,0.0938553,-0.0626002,0.0256784,0.0330804,-0.00607662,0.999104,0.441392,0.00692317,0.111445,-0.0868872,-0.316914,-0.16394
1722943146,613402168,0.143312,0.087611,-0.0470308,0.0234284,0.0210948,-0.0189358,0.999324,0.53165,-0.00784995,0.204338,0.11597,-0.318278,-0.00855842
1722943146,746965797,0.209106,0.083664,-0.0186648,0.0279452,-0.00430136,-0.0244037,0.999302,0.459622,-0.00386373,0.178362,0.170334,-0.244669,0.194638
1722943146,880280044,0.263544,0.0770744,-0.00374869,0.0347705,-0.0207867,-0.0147267,0.999071,0.316913,-0.0144389,0.0890465,0.103456,0.040782,0.0719912
1722943147,13854105,0.291758,0.0851579,0.00566127,0.0385986,-0.0230093,-0.00741596,0.998962,0.0550537,0.020223,0.0201848,-0.135627,0.0840934,-0.0732275
1722943147,147253955,0.285915,0.0857532,0.0073457,0.0392777,-0.0218141,-0.010596,0.998934,-0.232176,0.0302382,-0.0365298,-0.31892,0.0741206,0.165033
1722943147,280805743,0.243596,0.0801709,-0.0052681,0.0256336,-0.0178872,-0.00299167,0.999507,-0.436855,0.00330299,-0.162253,-0.0674159,0.357325,0.0729163
1722943147,414256569,0.181127,0.0837965,-0.0235367,0.0217799,0.000500911,0.00302161,0.999758,-0.52619,-0.00194893,-0.165873,-0.179609,0.109046,-0.0354904
1722943147,547853767,0.108196,0.0881387,-0.0378865,0.0159864,0.0106986,1.2253e-06,0.999815,-0.516945,0.00468222,-0.0490647,-0.251616,0.211298,-0.214006
1722943147,681308241,0.0453771,0.0937028,-0.0470523,0.00545271,0.0208006,-0.0113067,0.999705,-0.386283,-0.00613795,-0.0626943,0.13448,0.0973567,-0.0242401
1722943147,814843453,-0.0046238,0.0948146,-0.0573407,0.0142385,0.0299546,-0.0170184,0.999305,-0.283299,-0.00517701,-0.0718666,-0.0758633,0.0393221,-0.0302279
1722943147,948371561,-0.0349002,0.100454,-0.0679802,0.0178528,0.035269,-0.0186928,0.999044,-0.139003,0.00587127,-0.0686583,-0.0797854,0.118075,0.0119803
1722943148,81998839,-0.0403262,0.0962174,-0.0758076,0.0204367,0.0417132,-0.0186704,0.998746,0.0933657,-0.0148102,-0.0440332,0.0529787,-0.0844211,0.0833656
1722943148,215531843,-0.0176033,0.0956686,-0.0838605,0.0237714,0.0345303,-0.0131379,0.999035,0.326232,-0.0227646,0.0508017,0.130466,0.050582,0.213319
1722943148,349054286,0.0369591,0.0918456,-0.0604619,0.0204567,0.0289661,-0.00869441,0.999333,0.501785,-0.0634311,0.0900773,-0.217792,-0.118237,-0.0189642
1722943148,482424791,0.105391,0.0952814,-0.0500925,0.0186405,0.0230534,-0.00928298,0.999517,0.529866,-0.0451492,0.104167,-0.259144,-0.137215,-0.164458
1722943148,616099238,0.174864,0.0910721,-0.0285725,0.00979201,0.0119737,-0.0227528,0.999621,0.42445,-0.0236649,0.104325,0.225017,-0.084384,0.0706432
1722943148,749703507,0.221768,0.0848039,-0.0138804,0.0202081,0.00830131,-0.0249545,0.99945,0.227205,-0.0233276,0.0751594,0.249374,-0.133568,0.097424
1722943148,883129149,0.242292,0.0845185,-0.00176996,0.0309674,0.00148259,-0.0194349,0.99933,0.014131,0.00477269,0.0547716,0.141482,-0.0416421,-0.0630936
1722943149,16646408,0.229723,0.0884433,0.0012096,0.0338962,0.0019223,-0.0243804,0.999126,-0.194246,0.0265461,-0.0143203,-0.139342,0.116739,0.157681
1722943149,150134227,0.193331,0.0865515,-0.00237367,0.029954,0.00666765,-0.0199459,0.99933,-0.315335,0.016878,-0.0312391,-0.427961,0.00252022,-0.00289685
1722943149,283651358,0.141918,0.0915607,-0.0149614,0.0143979,0.0104768,-0.0182674,0.999675,-0.362699,0.00344236,-0.0359093,0.105065,0.0357203,0.0321208
1722943149,417368974,0.0920238,0.0898942,-0.0241953,0.00850129,0.011699,-0.0178886,0.999735,-0.326826,-0.0066397,0.00579985,0.0224235,-0.133907,-0.0361485
1722943149,550753687,0.0483044,0.0959603,-0.0266568,0.00592989,0.00716089,-0.0205639,0.999745,-0.256151,0.0138159,-0.0126038,0.173165,-0.00803978,-0.128704
1722943149,684277634,0.0134947,0.103362,-0.0338631,0.0176604,0.00947867,-0.0313157,0.999309,-0.180212,0.000238429,-0.073999,-0.027876,0.144026,-0.0922752
1722943149,818421178,-0.00679826,0.0986765,-0.0430108,0.0199398,0.0144827,-0.0400835,0.998892,-0.0637227,-0.0321468,-0.0275612,-0.0251633,-0.0625026,0.00356613
1722943149,951386266,-0.0138465,0.0980466,-0.0480028,0.0136933,0.0124162,-0.0422268,0.998937,0.0140487,-0.0172824,-0.0188981,0.0342849,0.0479403,-0.0921833
1722943150,85067881,-0.0115692,0.106135,-0.0511086,0.0137636,0.0147668,-0.0473568,0.998674,0.0572628,0.0431123,-0.00931593,0.0381633,-0.0693787,-0.0876025
1722943150,218501075,-0.00372791,0.115045,-0.052306,0.0157005,0.0110928,-0.053346,0.998391,0.0939863,0.0360033,0.00019319,-0.0365918,-0.129582,-0.156521
1722943150,352064799,0.0112509,0.124419,-0.0557242,0.0155759,0.00564216,-0.0626481,0.997898,0.1298,0.0266464,0.00164104,0.106979,0.118673,-0.135089
1722943150,485555529,0.0311804,0.125514,-0.0516248,0.019256,0.00843975,-0.0736011,0.997066,0.175131,-0.027267,0.0180317,-0.101204,0.00737134,-0.0783234
1722943150,618957554,0.0575751,0.122791,-0.0518947,0.0161915,0.0103625,-0.0790122,0.996688,0.249382,-0.0747342,-0.0202494,-0.00344796,0.0130074,-0.0012524
1722943150,752876966,0.0961745,0.108577,-0.0600958,0.0180895,0.0126166,-0.0804684,0.996513,0.341151,-0.125043,-0.0238212,-0.0489916,-0.161751,0.0946653
1722943150,886068458,0.148132,0.0897981,-0.0640709,0.0158898,0.00631061,-0.074091,0.997105,0.427989,-0.167505,-0.00187258,0.0098653,-0.185482,0.254652
1722943151,19627031,0.208825,0.0647814,-0.0605911,0.0163401,-0.00830231,-0.0637886,0.997795,0.445971,-0.185427,0.054663,-0.0484274,0.0557496,0.203281
1722943151,153231715,0.268007,0.0423637,-0.0464933,0.0136562,-0.0087277,-0.0489954,0.998668,0.413889,-0.174142,0.0714214,-0.0682312,-0.0452863,0.208729
1722943151,286700974,0.320741,0.0250632,-0.0369625,0.0110741,-0.00934173,-0.0341346,0.999312,0.387628,-0.14721,0.0427157,-0.032606,-0.071051,-0.00173338
1722943151,420212057,0.373183,0.012127,-0.0361992,0.0128561,-0.00505224,-0.0322339,0.999385,0.397279,-0.116263,0.00167273,0.00527277,0.139111,-0.0306419
1722943151,554291951,0.431616,0.00018129,-0.0325885,0.0131894,0.00140491,-0.0327815,0.999375,0.43825,-0.0963463,-0.0123145,-0.068288,0.0246068,-0.122295
1722943151,687741529,0.493688,-0.0105308,-0.0359531,0.0128512,0.00395467,-0.0390438,0.999147,0.493692,-0.0828439,-0.0101006,-0.051587,-0.157191,-0.0821398
1722943151,821348390,0.564486,-0.0165689,-0.0404627,0.0109593,-0.00242178,-0.0449308,0.998927,0.561901,-0.0501811,0.01905,-0.024455,-0.0473134,-0.120387
1722943151,954856464,0.643212,-0.0238332,-0.0317168,0.0127867,-0.011945,-0.0514546,0.998522,0.576382,-0.0364908,0.0954481,0.0305898,-0.127563,0.00121334
1722943152,88601120,0.719961,-0.0253915,-0.0259338,0.0160596,-0.0179622,-0.0519332,0.99836,0.521182,-0.0172701,0.0701087,0.0777134,-0.0182732,-0.140589
1722943152,221922535,0.789999,-0.0277143,-0.0117479,0.0187724,-0.0185735,-0.0600104,0.997848,0.494146,-0.0488943,0.0634805,0.0130393,-0.0828849,-0.0119372
1722943152,355394961,0.852783,-0.0362988,-0.0104584,0.0197866,-0.0181215,-0.0622511,0.9977,0.465656,-0.072687,0.0119926,0.0586091,0.0299833,0.0669499
1722943152,488987870,0.915315,-0.0494259,-0.01191,0.0209801,-0.0138594,-0.0603606,0.99786,0.47807,-0.109664,-0.00455948,0.0472805,0.0650815,0.112881
1722943152,622008991,0.982223,-0.0670577,-0.0126491,0.0213135,-0.0107192,-0.0532062,0.998299,0.515597,-0.151517,-0.000340754,-0.0741384,-0.0406032,0.115277
1722943152,755634828,1.05219,-0.0864035,-0.0113873,0.0165818,-0.0117609,-0.0451044,0.998775,0.548242,-0.17474,0.0622445,-0.0698891,-0.157125,0.130942
1722943152,889134871,1.12276,-0.108299,-0.00964478,0.0114113,-0.0179437,-0.036022,0.999125,0.536599,-0.177086,0.0703815,-0.084861,-0.0340146,0.175833
1722943153,22679106,1.18935,-0.128642,-0.00266667,0.00543166,-0.0203566,-0.0250565,0.999464,0.474626,-0.15431,0.0519158,0.0816982,0.0667125,0.188551
1722943153,156113772,1.24989,-0.141895,0.00695276,0.00732506,-0.0162433,-0.0144631,0.999737,0.417608,-0.10132,0.0604874,-0.000551005,-0.0259712,0.0240217
1722943153,289709624,1.30835,-0.151034,0.00920949,0.00508868,-0.0151673,-0.0129684,0.999788,0.419128,-0.0807918,0.00950609,0.0378921,0.0626078,0.00162441
1722943153,423134401,1.36355,-0.151208,0.00394541,0.00581736,-0.0101948,-0.0127078,0.99985,0.428711,-0.030981,-0.00931134,0.0403539,0.00619568,-0.126674
1722943153,556790223,1.42436,-0.1522,-0.00272712,0.00601223,-0.00890594,-0.0203858,0.999734,0.47184,-0.0217345,-0.0223304,-0.0312505,0.0102346,-0.155435
1722943153,690158967,1.49189,-0.152407,-0.00448445,0.00522155,-0.00970989,-0.0304098,0.999477,0.515135,-0.00782338,0.0333336,0.00739705,-0.0956566,-0.161041
1722943153,823654497,1.56503,-0.155592,-0.00215684,0.00740795,-0.0147073,-0.0415675,0.999,0.519375,0.00790315,0.0824791,0.0112284,-0.117947,-0.146111
1722943153,957391440,1.63118,-0.152532,0.00764465,0.00939461,-0.0242264,-0.0515844,0.998331,0.462424,0.0199145,0.0629958,0.0927877,-0.0425399,-0.171322
1722943154,90787257,1.69338,-0.152864,0.0198249,0.0180047,-0.0296482,-0.0624594,0.997445,0.414614,-0.00481929,0.0423586,-0.0687514,-0.0201809,-0.0108763
1722943154,224355588,1.74511,-0.161722,0.0200506,0.0186472,-0.0255212,-0.0649443,0.997388,0.364681,-0.044161,0.0204253,-0.0149538,0.155562,0.0887881
1722943154,357808334,1.7967,-0.174579,0.0204193,0.018308,-0.0201557,-0.0599601,0.997829,0.367857,-0.0876903,-0.0152258,-0.0579172,0.122564,0.143724
1722943154,491975782,1.84183,-0.187043,0.013491,0.0131536,-0.0126776,-0.0495135,0.998606,0.374104,-0.13864,-0.0347754,-0.086208,-0.00291006,0.138076
1722943154,625533553,1.89186,-0.211267,0.00410761,0.00709519,-0.0108264,-0.0387597,0.999165,0.378673,-0.178028,0.0187719,-0.0746692,0.0209349,0.280585
1722943154,759689128,1.94272,-0.24006,0.0139971,-0.00146511,-0.0140581,-0.0210239,0.999679,0.344952,-0.157577,0.0641915,-0.113422,-0.0768629,0.401365
1722943154,891968507,1.98707,-0.257915,0.0132002,-0.010546,-0.0164506,0.00376325,0.999802,0.282489,-0.105431,0.0207691,0.0384769,0.0638673,0.313076
1722943155,25465349,2.02121,-0.255745,0.0159059,-0.010295,-0.01285,0.0250558,0.99955,0.244532,-0.0395225,0.0165939,0.0326704,0.0354905,0.161156
1722943155,158961743,2.05414,-0.250383,0.00927816,-0.00997286,-0.01014,0.0362247,0.999242,0.204284,0.0100462,-0.00113699,0.0860435,0.0617275,0.117939
1722943155,292509787,2.07977,-0.238269,0.00938231,-0.00731824,-0.00857256,0.043529,0.998989,0.152148,0.0605877,0.0194226,0.0334274,-0.0388523,0.133423
1722943155,426045670,2.11046,-0.243819,0.00317959,-0.00658882,-0.00868386,0.0545416,0.998452,0.1322,0.0629993,0.00737757,0.0103231,0.0146947,0.381678
1722943155,559576593,2.12762,-0.232798,0.00625779,-0.00831344,-0.0098773,0.0787795,0.996808,0.0932056,0.117734,0.00842297,0.0767451,0.0165173,0.481349
1722943155,693085435,2.14304,-0.222415,0.000270861,-0.00772534,-0.00885657,0.109779,0.993887,0.0643215,0.131973,0.00334315,0.0625672,-0.0592151,0.553273
1722943155,826595013,2.15189,-0.205579,-0.00316271,-0.0068261,-0.0108433,0.146367,0.989147,0.0283901,0.166535,0.00282119,0.0184928,-0.0740839,0.632824
1722943155,960724924,2.1528,-0.184732,-0.00694217,-0.00641621,-0.0128696,0.188043,0.982056,-0.0176114,0.192354,-0.00693818,0.0404292,-0.0406163,0.645822
1722943156,94228454,2.14903,-0.161036,-0.00760819,-0.00657482,-0.0137922,0.230798,0.972882,-0.0490308,0.204042,-0.00838721,0.0732047,-0.0260612,0.667272
1722943156,227704240,2.1392,-0.133101,-0.00900826,-0.00455813,-0.0145717,0.273864,0.961647,-0.0855802,0.214728,-0.0128385,0.0529535,0.0113839,0.659978
1722943156,361420095,2.12846,-0.104888,-0.00862163,-0.00336301,-0.013578,0.316277,0.948564,-0.102094,0.223726,-0.0175385,0.0482993,0.00668093,0.617927
1722943156,494943177,2.1131,-0.0725959,-0.0102372,-0.00253442,-0.0124493,0.355647,0.934534,-0.121625,0.231097,-0.014406,0.0603876,-0.0258318,0.623157
